accX[mg],accY[mg],accZ[mg],gyroX[mdps],gyroY[mdps],gyroZ[mdps]
-572.724702,240.883731,1998.571212,61266.37755,217500.5105,-21262.46396
790.247106,-48.252204,1998.571212,5632.175174,286685.1648,16982.46919
1429.150338,-174.215745,122.05809,40995.13059,286685.1648,-5282.670916
1116.224802,-193.426893,-1639.351296,36749.51329,17927.84956,-7076.02883
1131.530499,-157.625226,-371.364543,-33672.72991,-286685.1648,6285.347066
1554.685605,-114.981372,1807.275492,-66692.28792,-286685.1648,-8153.189494
-119.804553,543.80601,1998.571212,71384.8123,-278371.5471,40817.51367
-165.487113,354.774024,1998.571212,69940.95865,222405.0292,-8731.876872
840.569301,100.827936,1998.571212,-681.819782,286685.1648,-55187.2953
1095.36174,-154.872036,213.372225,42358.77015,286685.1648,-36039.04562
818.666145,-229.177575,-1409.439537,24069.95718,121495.7015,-6818.19782
965.003292,-267.110415,-816.412608,-1495.419858,-262552.1823,24201.73747
1676.498967,-179.518185,909.613188,-97677.84574,-286685.1648,25594.02493
298.16028,519.588135,1998.571212,62544.07345,-286685.1648,49749.92577
-232.471206,108.761202,1998.571212,17412.18754,81434.49211,-23370.94866
-141.269238,-479.330379,1998.571212,-188474.4683,286685.1648,-89713.73232
1580.912289,-454.867776,1344.423465,-60131.92111,286685.1648,46770.54521
1492.891785,42.032034,-1591.099092,-35059.28778,182578.7325,-45807.97611
1801.055322,12.74625,-1228.585545,-20752.53152,-285923.1309,9597.04315
1998.20412,45.509211,1896.213726,52121.97107,-286685.1648,-55897.76297
-155.850948,-896.683392,1998.571212,177880.4786,-255945.9788,-20070.71173
-13.235706,-435.534264,1460.495916,-10909.11651,-4996.192016,29627.64784
-449.6877,-653.974398,1998.571212,97299.6936,176625.701,-17360.62134
320.79762,-345.37239,1998.571212,-155804.4146,286685.1648,-31117.33812
1178.436699,-139.138065,49.588011,1558.445216,286685.1648,-52202.18516
1469.530458,-406.921482,-1498.622499,-19234.19335,4337.290546,-28716.64494
1998.20412,85.032783,-214.473501,93317.63689,-286685.1648,41132.64046
1066.626594,392.89041,1998.571212,168168.8439,-286685.1648,18644.04681
-521.841672,-569.665602,1998.571212,-35219.71597,-81233.95688,9041.274084
5.485986,-709.048395,1868.579856,-3586.715828,71602.53627,-27702.50963
169.209018,-457.549587,1998.571212,66594.88509,286685.1648,-19549.32014
1365.031602,-305.665272,966.655206,-64354.6201,286685.1648,-30469.8958
1190.948418,-144.08361,-1341.425547,25175.76573,202511.9344,-29891.20843
1736.763237,-371.670453,-1481.053068,-42473.36171,-238929.1322,-991.216994
1998.20412,3.721905,1745.063595,30022.98872,-286685.1648,5460.287834
-584.736768,-569.91033,1998.571212,-31100.14938,-215724.3413,26378.97711
-112.483107,-467.797572,1496.797236,8130.271182,34337.36095,-515.66202
-393.930504,-1032.833736,1998.571212,-39373.66002,91489.9015,-11619.58418
802.626264,-767.059128,1998.571212,-56946.27574,286685.1648,62240.40581
1471.416903,-305.665272,-104.794569,-37431.33307,286685.1648,9293.375516
1207.171845,-342.996489,-1998.20412,12003.46591,106398.2635,-7007.273894
1940.009841,-282.793401,-279.49977,105137.7563,-286685.1648,25433.59674
762.796782,-258.69789,1998.571212,136289.4719,-286685.1648,52333.96545
-934.075791,-486.162369,1998.571212,-176178.7939,-100084.2685,-10611.17846
16.774065,-532.640295,925.357356,6411.397782,-23027.17398,-30475.62538
-593.883477,-762.919146,1998.571212,-73911.5562,204557.3938,20534.80755
1059.488694,-671.594814,1453.847472,-29364.08725,286685.1648,98331.01764
1176.550254,-68.075172,-668.974185,48546.71439,286685.1648,31839.26495
1425.550797,-219.898305,-1932.688395,30595.94652,-104536.1506,12433.18426
1998.20412,-258.514344,-18.96642,-22689.12888,-286685.1648,-1678.766354
1112.013441,-876.799242,1998.571212,76432.57052,-286685.1648,-16902.2551
-216.727038,-422.66565,1998.571212,-33558.13835,-16942.36215,-1942.326942
-159.266943,-955.611855,1998.571212,53823.65573,221219.0066,26539.4053
1248.102603,-639.820962,1769.342652,-72954.71667,286685.1648,115221.8136
1274.145741,-101.317392,-782.497386,81428.76254,286685.1648,39052.80365
1441.835406,-137.618712,-1895.295996,-194.805652,-27484.78567,-37712.0824
1998.20412,-365.623632,51.423471,66686.55834,-286685.1648,-69402.37831
648.355851,-798.659631,1998.571212,226089.1479,-286685.1648,-31581.43394
-608.648733,-727.474374,1998.571212,6692.147104,-3334.614396,-17612.72277
-356.232195,-872.098425,1998.571212,8915.223368,136982.7508,-9980.924876
330.066693,-797.741901,1998.571212,-82076.20485,286685.1648,76157.55078
812.813067,-157.013406,17.385885,-13808.28298,286685.1648,44599.03515
989.894169,-104.855751,-1858.698963,25788.83058,93833.29891,-9362.130452
1569.685392,-164.028942,-605.477466,61845.06493,-286685.1648,-23433.97402
1472.273451,-260.584335,1998.571212,-67752.25985,-286685.1648,-37861.05142
-707.651406,-488.84418,1998.571212,-120218.0056,-134776.8633,10273.13335
75.090708,-282.548673,949.146957,78678.5651,20380.10895,28172.33503
-353.73393,-1029.968379,1998.571212,28304.11532,229303.4411,12576.42371
768.527496,-496.471536,1998.571212,-82328.30628,286685.1648,58178.13501
1466.787465,49.108752,-491.587173,-9728.823444,286685.1648,21193.70902
1637.760564,-323.662977,-1979.910702,11780.01237,-74507.43231,-3071.053808
1925.377146,0.61182,136.02798,36646.38089,-286685.1648,30458.43665
1295.314713,-361.361286,1998.571212,203113.5401,-286685.1648,-27702.50963
-663.855291,-364.287825,1998.571212,-35764.02588,-41407.66021,-1747.52129
-67.40217,-284.80221,1195.210764,25032.52628,29060.41962,17761.6918
-260.278425,-728.514468,1920.676329,23290.73457,44117.7506,-11006.51934
36.780579,-464.075667,1998.571212,-32154.39174,286685.1648,20529.07797
1288.115631,-110.525283,989.037621,-13957.25201,286685.1648,18460.70032
1281.711915,-162.1323,-1410.418449,51617.7682,275546.8652,-36188.01465
1488.190968,-436.757904,-1387.30185,-56235.80807,-251677.4432,-26791.50673
1950.257826,-8.239176,769.812318,68015.82044,-286685.1648,16816.31143
